month,level_1,level_2,value
1981-07,Export Price Index - Overall Items,Chemicals & Chemical Products,91.818
1981-07,Export Price Index - Overall Items,Manufactured Goods,101.417
1981-07,Export Price Index - Overall Items,Machinery & Transport Equipment,350.023
1981-07,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,124.308
1981-08,Export Price Index - Overall Items,Food & Live Animals,79.682
1981-08,Export Price Index - Overall Items,Beverages & Tobacco,71.161
1981-08,Export Price Index - Overall Items,Crude Materials (Excl Fuels),52.386
1981-08,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",57.875
1981-08,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,101.061
1981-08,Export Price Index - Overall Items,Chemicals & Chemical Products,91.9
1981-08,Export Price Index - Overall Items,Manufactured Goods,101.417
1981-08,Export Price Index - Overall Items,Machinery & Transport Equipment,350.775
1981-08,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,124.308
1981-09,Export Price Index - Overall Items,Food & Live Animals,79.753
1981-09,Export Price Index - Overall Items,Beverages & Tobacco,72.077
1981-09,Export Price Index - Overall Items,Crude Materials (Excl Fuels),50.757
1981-09,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",57.377
1981-09,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,99.387
1981-09,Export Price Index - Overall Items,Chemicals & Chemical Products,91.9
1981-09,Export Price Index - Overall Items,Manufactured Goods,101.249
1981-09,Export Price Index - Overall Items,Machinery & Transport Equipment,350.273
1981-09,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,124.423
1981-10,Export Price Index - Overall Items,Food & Live Animals,79.896
1981-10,Export Price Index - Overall Items,Beverages & Tobacco,72.23
1981-10,Export Price Index - Overall Items,Crude Materials (Excl Fuels),47.108
1981-10,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",56.202
1981-10,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,96.12
1981-10,Export Price Index - Overall Items,Chemicals & Chemical Products,95.467
1981-10,Export Price Index - Overall Items,Manufactured Goods,101.333
1981-10,Export Price Index - Overall Items,Machinery & Transport Equipment,350.023
1981-10,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,123.725
1981-11,Export Price Index - Overall Items,Food & Live Animals,80.11
1981-11,Export Price Index - Overall Items,Beverages & Tobacco,72.23
1981-11,Export Price Index - Overall Items,Crude Materials (Excl Fuels),45.817
1981-11,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",55.884
1981-11,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,94.048
1981-11,Export Price Index - Overall Items,Chemicals & Chemical Products,95.052
1981-11,Export Price Index - Overall Items,Manufactured Goods,100.997
1981-11,Export Price Index - Overall Items,Machinery & Transport Equipment,348.769
1981-11,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,123.958
1981-12,Export Price Index - Overall Items,Food & Live Animals,79.538
1981-12,Export Price Index - Overall Items,Beverages & Tobacco,72.077
1981-12,Export Price Index - Overall Items,Crude Materials (Excl Fuels),46.379
1981-12,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",55.765
1981-12,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,88.787
1981-12,Export Price Index - Overall Items,Chemicals & Chemical Products,94.637
1981-12,Export Price Index - Overall Items,Manufactured Goods,100.41
1981-12,Export Price Index - Overall Items,Machinery & Transport Equipment,347.265
1981-12,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,123.958
1982-01,Export Price Index - Overall Items,Food & Live Animals,80.396
1982-01,Export Price Index - Overall Items,Beverages & Tobacco,72.077
1982-01,Export Price Index - Overall Items,Crude Materials (Excl Fuels),46.771
1982-01,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",55.765
1982-01,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,90.142
1982-01,Export Price Index - Overall Items,Chemicals & Chemical Products,94.472
1982-01,Export Price Index - Overall Items,Manufactured Goods,99.32
1982-01,Export Price Index - Overall Items,Machinery & Transport Equipment,350.775
1982-01,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,122.676
1982-02,Export Price Index - Overall Items,Food & Live Animals,81.039
1982-02,Export Price Index - Overall Items,Beverages & Tobacco,72.306
1982-02,Export Price Index - Overall Items,Crude Materials (Excl Fuels),46.603
1982-02,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",56.282
1982-02,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,90.46
1982-02,Export Price Index - Overall Items,Chemicals & Chemical Products,94.637
1982-02,Export Price Index - Overall Items,Manufactured Goods,99.571
1982-02,Export Price Index - Overall Items,Machinery & Transport Equipment,350.775
1982-02,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,122.909
1982-03,Export Price Index - Overall Items,Food & Live Animals,82.112
1982-03,Export Price Index - Overall Items,Beverages & Tobacco,72.306
1982-03,Export Price Index - Overall Items,Crude Materials (Excl Fuels),46.491
1982-03,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",56.183
1982-03,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,90.7
1982-03,Export Price Index - Overall Items,Chemicals & Chemical Products,95.218
1982-03,Export Price Index - Overall Items,Manufactured Goods,98.146
1982-03,Export Price Index - Overall Items,Machinery & Transport Equipment,353.783
1982-03,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,122.909
1982-04,Export Price Index - Overall Items,Food & Live Animals,81.611
1982-04,Export Price Index - Overall Items,Beverages & Tobacco,72.993
1982-04,Export Price Index - Overall Items,Crude Materials (Excl Fuels),46.322
1982-04,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",54.869
1982-04,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,90.7
1982-04,Export Price Index - Overall Items,Chemicals & Chemical Products,95.218
1982-04,Export Price Index - Overall Items,Manufactured Goods,97.978
1982-04,Export Price Index - Overall Items,Machinery & Transport Equipment,352.782
1982-04,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,122.793
1982-05,Export Price Index - Overall Items,Food & Live Animals,80.539
1982-05,Export Price Index - Overall Items,Beverages & Tobacco,72.993
1982-05,Export Price Index - Overall Items,Crude Materials (Excl Fuels),46.491
1982-05,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",54.112
1982-05,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,91.019
1982-05,Export Price Index - Overall Items,Chemicals & Chemical Products,94.472
1982-05,Export Price Index - Overall Items,Manufactured Goods,96.468
1982-05,Export Price Index - Overall Items,Machinery & Transport Equipment,351.026
1982-05,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,122.327
1982-06,Export Price Index - Overall Items,Food & Live Animals,80.182
1982-06,Export Price Index - Overall Items,Beverages & Tobacco,72.993
1982-06,Export Price Index - Overall Items,Crude Materials (Excl Fuels),45.817
1982-06,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",54.57
1982-06,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,90.222
1982-06,Export Price Index - Overall Items,Chemicals & Chemical Products,94.223
1982-06,Export Price Index - Overall Items,Manufactured Goods,95.461
1982-06,Export Price Index - Overall Items,Machinery & Transport Equipment,351.528
1982-06,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,122.21
1982-07,Export Price Index - Overall Items,Food & Live Animals,78.68
1982-07,Export Price Index - Overall Items,Beverages & Tobacco,73.07
1982-07,Export Price Index - Overall Items,Crude Materials (Excl Fuels),45.761
1982-07,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",55.148
1982-07,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,88.787
1982-07,Export Price Index - Overall Items,Chemicals & Chemical Products,93.891
1982-07,Export Price Index - Overall Items,Manufactured Goods,96.132
1982-07,Export Price Index - Overall Items,Machinery & Transport Equipment,345.259
1982-07,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,122.21
1982-08,Export Price Index - Overall Items,Food & Live Animals,77.896
1982-08,Export Price Index - Overall Items,Beverages & Tobacco,73.07
1982-08,Export Price Index - Overall Items,Crude Materials (Excl Fuels),45.761
1982-08,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",55.665
1982-08,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,88.548
1982-08,Export Price Index - Overall Items,Chemicals & Chemical Products,93.559
1982-08,Export Price Index - Overall Items,Manufactured Goods,96.132
1982-08,Export Price Index - Overall Items,Machinery & Transport Equipment,347.015
1982-08,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,121.861
1982-09,Export Price Index - Overall Items,Food & Live Animals,77.752
1982-09,Export Price Index - Overall Items,Beverages & Tobacco,72.917
1982-09,Export Price Index - Overall Items,Crude Materials (Excl Fuels),45.985
1982-09,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",55.466
1982-09,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,87.751
1982-09,Export Price Index - Overall Items,Chemicals & Chemical Products,92.895
1982-09,Export Price Index - Overall Items,Manufactured Goods,96.049
1982-09,Export Price Index - Overall Items,Machinery & Transport Equipment,346.262
1982-09,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,121.977
1982-10,Export Price Index - Overall Items,Food & Live Animals,77.466
1982-10,Export Price Index - Overall Items,Beverages & Tobacco,72.917
1982-10,Export Price Index - Overall Items,Crude Materials (Excl Fuels),46.21
1982-10,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",56.143
1982-10,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,86.874
1982-10,Export Price Index - Overall Items,Chemicals & Chemical Products,92.73
1982-10,Export Price Index - Overall Items,Manufactured Goods,93.951
1982-10,Export Price Index - Overall Items,Machinery & Transport Equipment,346.011
1982-10,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,121.861
1982-11,Export Price Index - Overall Items,Food & Live Animals,76.966
1982-11,Export Price Index - Overall Items,Beverages & Tobacco,72.84
1982-11,Export Price Index - Overall Items,Crude Materials (Excl Fuels),45.985
1982-11,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",56.502
1982-11,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,86.954
1982-11,Export Price Index - Overall Items,Chemicals & Chemical Products,92.812
1982-11,Export Price Index - Overall Items,Manufactured Goods,93.449
1982-11,Export Price Index - Overall Items,Machinery & Transport Equipment,345.259
1982-11,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,121.977
1982-12,Export Price Index - Overall Items,Food & Live Animals,77.538
1982-12,Export Price Index - Overall Items,Beverages & Tobacco,72.764
1982-12,Export Price Index - Overall Items,Crude Materials (Excl Fuels),45.368
1982-12,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",55.605
1982-12,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,86.874
1982-12,Export Price Index - Overall Items,Chemicals & Chemical Products,92.812
1982-12,Export Price Index - Overall Items,Manufactured Goods,93.365
1982-12,Export Price Index - Overall Items,Machinery & Transport Equipment,348.769
1982-12,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,121.744
1983-01,Export Price Index - Overall Items,Food & Live Animals,76.68
1983-01,Export Price Index - Overall Items,Beverages & Tobacco,73.68
1983-01,Export Price Index - Overall Items,Crude Materials (Excl Fuels),44.806
1983-01,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",53.575
1983-01,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,85.759
1983-01,Export Price Index - Overall Items,Chemicals & Chemical Products,92.73
1983-01,Export Price Index - Overall Items,Manufactured Goods,92.693
1983-01,Export Price Index - Overall Items,Machinery & Transport Equipment,342.752
1983-01,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,119.88
1983-02,Export Price Index - Overall Items,Food & Live Animals,76.609
1983-02,Export Price Index - Overall Items,Beverages & Tobacco,73.68
1983-02,Export Price Index - Overall Items,Crude Materials (Excl Fuels),48.849
1983-02,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",53.436
1983-02,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,85.997
1983-02,Export Price Index - Overall Items,Chemicals & Chemical Products,92.647
1983-02,Export Price Index - Overall Items,Manufactured Goods,92.693
1983-02,Export Price Index - Overall Items,Machinery & Transport Equipment,340.746
1983-02,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,119.764
1983-03,Export Price Index - Overall Items,Food & Live Animals,76.537
1983-03,Export Price Index - Overall Items,Beverages & Tobacco,73.222
1983-03,Export Price Index - Overall Items,Crude Materials (Excl Fuels),54.127
